Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2013-11-20,54.4,55.0,53.0,53.4,53.5897259093,11602.0,262.0,621748.0,4832.0,41.65,2.0,-1.0
2013-11-19,54.0,54.3,53.2,54.2,54.0693299719,10313.0,192.0,557617.0,3890.0,37.72,1.1,0.2
2013-11-18,54.0,54.5,53.5,53.9,53.9442105263,10450.0,237.0,563717.0,4800.0,45.93,1.0,-0.1
2013-11-14,53.7,54.0,53.5,53.95,53.8766988379,10154.0,152.0,547064.0,4081.0,40.19,0.5,0.25
2013-11-13,54.0,54.3,53.5,53.9,53.9132334582,22428.0,133.0,1209166.0,20400.0,90.96,0.8,-0.1
2013-11-12,54.25,54.25,53.5,53.95,53.9627722772,10100.0,116.0,545024.0,4100.0,40.59,0.75,-0.3
2013-11-11,54.0,54.75,53.1,53.9,53.998940678,10384.0,257.0,560725.0,3236.0,31.16,1.65,-0.1
2013-11-08,53.55,54.95,53.0,54.65,54.1510122196,10966.0,474.0,593820.0,4450.0,40.58,1.95,1.1
2013-11-07,53.75,54.9,53.15,54.8,53.7310251874,11871.0,310.0,637841.0,4866.0,40.99,1.75,1.05
2013-11-06,54.7,55.0,53.05,53.45,54.0333608285,10911.0,231.0,589558.0,4450.0,40.78,1.95,-1.25
2013-11-05,54.05,55.5,52.25,53.55,54.2626987733,11005.0,596.0,597161.0,5000.0,45.43,3.25,-0.5
2013-11-03,55.75,59.0,53.0,57.4,56.0167664671,1670.0,46.0,93548.0,450.0,26.95,6.0,1.65
2013-11-01,54.55,54.7,53.65,54.7,54.4245924546,10735.0,279.0,584248.0,5775.0,53.8,1.05,0.15
2013-10-31,54.25,55.5,53.5,54.65,54.52159601,10025.0,182.0,546579.0,5500.0,54.86,2.0,0.4
2013-10-30,53.95,54.45,53.9,54.4,54.2141736914,10202.0,178.0,553093.0,4600.0,45.09,0.55,0.45
2013-10-29,54.25,54.45,53.45,53.95,53.9227272727,11000.0,160.0,593150.0,2500.0,22.73,1.0,-0.3
2013-10-28,53.25,54.4,53.25,53.95,54.0984074684,9105.0,103.0,492566.0,4105.0,45.09,1.15,0.7
2013-10-25,55.5,56.0,53.2,54.25,54.306184669,11480.0,168.0,623435.0,4410.0,38.41,2.8,-1.25
2013-10-24,53.6,54.75,53.15,54.6,53.8766550523,12915.0,234.0,695817.0,8642.0,66.91,1.6,1.0
2013-10-23,53.75,54.0,53.0,53.9,53.6536914789,13179.0,635.0,707102.0,5773.0,43.8,1.0,0.15
2013-10-22,54.0,54.0,53.1,53.9,53.7562605912,10622.0,321.0,570999.0,5114.0,48.15,0.9,-0.1
2013-10-21,53.75,56.0,53.1,54.9,54.1520923954,13334.0,254.0,722064.0,6700.0,50.25,2.9,1.15
2013-10-18,53.5,54.2,52.85,53.75,53.7460096511,10776.0,202.0,579167.0,5625.0,52.2,1.35,0.25
2013-10-17,53.6,54.0,53.2,53.95,53.7203722678,11712.0,272.0,629173.0,5300.0,45.25,0.8,0.35
2013-10-15,54.0,54.2,53.3,53.95,53.8021957914,10930.0,233.0,588058.0,3350.0,30.65,0.9,-0.05
2013-10-14,54.0,55.55,53.0,54.0,53.6950258453,11801.0,674.0,633655.0,1737.0,14.72,2.55,0.0
2013-10-11,53.4,54.0,53.05,53.9,53.7716776407,10783.0,250.0,579820.0,3465.0,32.13,0.95,0.5
2013-10-10,53.7,53.95,53.0,53.8,53.731787176,10995.0,423.0,590781.0,5250.0,47.75,0.95,0.1
2013-10-09,53.7,54.0,53.0,53.7,53.7298943948,9848.0,516.0,529132.0,5012.0,50.89,1.0,0.0
2013-10-08,54.0,54.8,53.0,54.6,54.0203466466,10616.0,168.0,573480.0,4616.0,43.48,1.8,0.6
2013-10-07,53.5,54.5,53.0,54.2,54.001423375,12646.0,277.0,682902.0,3662.0,28.96,1.5,0.7
2013-10-04,53.6,54.0,53.0,53.95,53.7084239387,10577.0,691.0,568074.0,3805.0,35.97,1.0,0.35
2013-10-03,54.9,54.9,53.7,53.95,53.9800809544,9388.0,141.0,506765.0,3151.0,33.56,1.2,-0.95
2013-10-01,54.0,54.8,53.05,54.45,54.1939825812,10104.0,356.0,547576.0,3684.0,36.46,1.75,0.45
2013-09-30,54.0,57.9,53.0,55.45,54.1360563119,10797.0,521.0,584507.0,4734.0,43.85,4.9,1.45
2013-09-27,53.05,54.8,53.0,53.45,53.733452258,10651.0,732.0,572315.0,5421.0,50.9,1.8,0.4
2013-09-26,53.75,54.15,52.8,54.1,53.5859945039,10553.0,316.0,565493.0,5340.0,50.6,1.35,0.35
2013-09-25,53.7,54.25,52.5,53.95,53.6049382716,9720.0,108.0,521040.0,6640.0,68.31,1.75,0.25
2013-09-24,54.8,54.9,53.05,53.85,54.1660201707,10312.0,116.0,558560.0,2150.0,20.85,1.85,-0.95
2013-09-23,55.0,55.0,52.75,54.55,54.5137209918,11333.0,146.0,617804.0,7173.0,63.29,2.25,-0.45
2013-09-20,54.0,54.7,53.25,53.45,53.9010213752,9497.0,359.0,511898.0,4546.0,47.87,1.45,-0.55
2013-09-19,55.0,55.0,52.65,53.25,53.8569214556,16131.0,722.0,868766.0,10366.0,64.26,2.35,-1.75
2013-09-18,56.0,56.0,53.75,53.95,54.820969697,8250.0,446.0,452273.0,4601.0,55.77,2.25,-2.05
2013-09-17,56.0,56.85,54.35,55.65,55.9322605512,10378.0,261.0,580465.0,6010.0,57.91,2.5,-0.35
2013-09-16,56.0,56.05,55.35,55.5,55.633152442,10135.0,204.0,563842.0,5090.0,50.22,0.7,-0.5
2013-09-13,55.45,56.45,54.55,56.05,55.44956586,10826.0,273.0,600297.0,4889.0,45.16,1.9,0.6
2013-09-12,55.5,57.0,55.2,55.9,56.2674664107,10420.0,280.0,586307.0,4609.0,44.23,1.8,0.4
2013-09-11,54.75,56.9,54.0,56.9,55.0205383848,10030.0,230.0,551856.0,6347.0,63.28,2.9,2.15
2013-09-10,55.0,55.05,53.0,53.9,54.1925465839,10465.0,224.0,567125.0,3550.0,33.92,2.05,-1.1
2013-09-06,55.0,55.25,54.3,54.4,54.5432132213,11073.0,282.0,603957.0,5538.0,50.01,0.95,-0.6
2013-09-05,54.5,55.45,53.0,53.8,54.1799394263,11226.0,332.0,608224.0,4761.0,42.41,2.45,-0.7
2013-09-04,55.0,55.0,53.5,53.95,54.2037108996,10294.0,195.0,557973.0,6124.0,59.49,1.5,-1.05
2013-09-03,54.5,56.0,54.0,55.0,54.6939293383,10246.0,171.0,560394.0,6125.0,59.78,2.0,0.5
2013-09-02,54.5,54.5,54.1,54.4,54.3349518849,11327.0,193.0,615452.0,7009.0,61.88,0.4,-0.1
2013-08-30,54.0,55.65,53.8,54.45,54.3028900288,7993.0,105.0,434043.0,5525.0,69.12,1.85,0.45
2013-08-29,54.0,54.5,53.5,54.45,53.9155504182,14707.0,220.0,792936.0,10701.0,72.76,1.0,0.45
2013-08-28,55.75,55.75,53.95,54.3,54.5008306709,7825.0,123.0,426469.0,5775.0,73.8,1.8,-1.45
2013-08-27,55.65,55.65,54.0,54.1,54.5923365024,10413.0,228.0,568470.0,7800.0,74.91,1.65,-1.55
2013-08-26,54.5,55.55,53.6,54.9,54.6761788494,13106.0,224.0,716586.0,9325.0,71.15,1.95,0.4
2013-08-23,54.2,55.25,53.8,55.25,54.3076395765,13129.0,213.0,713005.0,9385.0,71.48,1.45,1.05
2013-08-22,54.95,55.5,53.5,54.4,53.9719437034,10871.0,215.0,586729.0,7774.0,71.51,2.0,-0.55
2013-08-21,56.4,57.0,53.1,53.95,54.2779760981,12886.0,255.0,699426.0,5175.0,40.16,3.9,-2.45
2013-08-20,54.25,57.0,54.2,56.2,54.884891407,10590.0,98.0,581231.0,8359.0,78.93,2.8,1.95
2013-08-19,54.5,54.5,54.0,54.2,54.1543979505,11710.0,244.0,634148.0,5375.0,45.9,0.5,-0.3
2013-08-16,54.0,54.85,53.0,54.3,53.8795875971,12997.0,300.0,700273.0,7104.0,54.66,1.85,0.3
2013-08-14,62.0,62.0,52.75,54.0,54.1172895383,7733.0,240.0,418489.0,7124.0,92.12,9.25,-8.0
2013-08-13,53.0,54.5,52.5,53.9,53.1447488584,4380.0,146.0,232774.0,3960.0,90.41,2.0,0.9
2013-08-12,53.1,54.0,52.25,53.4,53.066098081,3283.0,101.0,174216.0,3061.0,93.24,1.75,0.3
2013-08-08,60.0,62.0,48.0,52.15,52.1504617968,11910.0,464.0,621112.0,10721.0,90.02,14.0,-7.85
2013-08-07,54.0,54.95,53.0,53.25,54.0335781742,8577.0,153.0,463446.0,6080.0,70.89,1.95,-0.75
2013-08-06,54.5,54.95,52.75,54.25,54.2312575574,9924.0,180.0,538191.0,9237.0,93.08,2.2,-0.25
2013-08-05,55.0,57.6,54.0,54.7,54.6181426699,10682.0,201.0,583431.0,6408.0,59.99,3.6,-0.3
2013-08-02,54.25,55.2,53.55,54.55,54.5690229097,10214.0,263.0,557368.0,7600.0,74.41,1.65,0.3
2013-08-01,59.65,59.65,53.5,54.9,54.5670130562,7506.0,212.0,409580.0,5469.0,72.86,6.15,-4.75
2013-07-31,56.0,56.8,53.45,55.75,54.7301870748,11760.0,198.0,643627.0,6504.0,55.31,3.35,-0.25
2013-07-30,57.9,57.9,55.75,56.55,56.802894375,15271.0,250.0,867437.0,8185.0,53.6,2.15,-1.35
2013-07-29,57.0,57.25,56.95,57.0,57.0742727273,11000.0,226.0,627817.0,4650.0,42.27,0.3,0.0
2013-07-26,57.25,57.5,55.5,57.0,56.6278640272,17327.0,356.0,981191.0,9300.0,53.67,2.0,-0.25
2013-07-25,57.5,57.9,56.8,57.15,57.1329365079,12600.0,322.0,719875.0,5900.0,46.83,1.1,-0.35
2013-07-24,57.3,57.9,56.0,57.15,56.8212571429,13125.0,295.0,745779.0,9575.0,72.95,1.9,-0.15
2013-07-23,57.9,58.75,56.55,56.8,57.3867623604,7524.0,193.0,431778.0,5231.0,69.52,2.2,-1.1
2013-07-22,57.75,58.25,56.55,56.75,57.5300655774,8997.0,329.0,517598.0,7995.0,88.86,1.7,-1.0
2013-07-19,57.8,57.9,57.5,57.85,57.7299539171,6510.0,301.0,375822.0,4610.0,70.81,0.4,0.05
2013-07-18,57.6,58.3,57.1,57.9,57.6181818182,7425.0,186.0,427815.0,6500.0,87.54,1.2,0.3
2013-07-17,58.0,58.95,57.0,57.6,57.6809494827,8215.0,323.0,473849.0,6825.0,83.08,1.95,-0.4
2013-07-16,57.5,57.9,57.0,57.7,57.7109695683,7065.0,200.0,407728.0,5085.0,71.97,0.9,0.2
2013-07-15,58.0,58.0,57.5,57.75,57.7449438202,5340.0,155.0,308358.0,2675.0,50.09,0.5,-0.25
2013-07-12,57.6,57.8,57.1,57.75,57.670177665,7880.0,330.0,454441.0,7000.0,88.83,0.7,0.15
2013-07-11,58.5,58.6,57.1,57.8,57.7111853088,5990.0,260.0,345690.0,4000.0,66.78,1.5,-0.7
2013-07-10,58.0,58.6,57.0,57.3,57.8477616853,6076.0,193.0,351483.0,5075.0,83.53,1.6,-0.7
2013-07-09,58.0,58.25,57.5,58.15,57.8080283353,4235.0,185.0,244817.0,4025.0,95.04,0.75,0.15
2013-07-08,58.0,58.0,57.7,57.95,57.8673139159,4326.0,146.0,250334.0,4101.0,94.8,0.3,-0.05
2013-07-05,58.0,58.0,57.65,57.85,57.7918208374,5135.0,211.0,296761.0,5000.0,97.37,0.35,-0.15
2013-07-04,58.45,58.6,57.05,58.15,57.8727144866,7110.0,185.0,411475.0,5431.0,76.39,1.55,-0.3
2013-07-03,60.0,60.0,57.0,57.55,57.7029724219,9319.0,243.0,537734.0,8500.0,91.21,3.0,-2.45
2013-07-02,58.0,58.45,57.0,57.95,57.8432996521,6037.0,259.0,349200.0,3966.0,65.69,1.45,-0.05
2013-07-01,58.0,58.0,57.0,57.4,57.6349731664,11180.0,196.0,644359.0,9560.0,85.51,1.0,-0.6
2013-06-28,58.15,58.6,57.0,57.75,57.7994153815,9921.0,344.0,573428.0,7200.0,72.57,1.6,-0.4
2013-06-27,58.15,58.55,57.1,57.95,57.8668580657,5573.0,198.0,322492.0,4251.0,76.28,1.45,-0.2
2013-06-26,58.3,58.6,57.0,57.9,58.1000342583,5838.0,200.0,339188.0,5425.0,92.93,1.6,-0.4
2013-06-25,58.15,58.5,58.05,58.2,58.1273088381,5035.0,174.0,292671.0,4500.0,89.37,0.45,0.05
2013-06-24,58.2,58.6,58.0,58.25,58.2438683948,5015.0,213.0,292093.0,4727.0,94.26,0.6,0.05
2013-06-21,58.25,58.7,58.0,58.25,58.1736991485,5285.0,174.0,307448.0,4501.0,85.17,0.7,0.0
2013-06-20,58.0,58.75,57.5,58.4,58.2385017901,7262.0,265.0,422928.0,6312.0,86.92,1.25,0.4
2013-06-19,58.2,58.5,58.0,58.15,58.1305856833,4610.0,180.0,267982.0,4500.0,97.61,0.5,-0.05
2013-06-18,58.2,58.6,57.4,58.2,58.2058091286,4820.0,231.0,280552.0,4757.0,98.69,1.2,0.0
2013-06-17,58.15,58.9,58.05,58.2,58.1700815596,5027.0,148.0,292421.0,5000.0,99.46,0.85,0.05
2013-06-14,57.0,58.4,55.5,58.4,57.0572605561,4855.0,45.0,277013.0,3685.0,75.9,2.9,1.4
2013-06-13,57.75,57.75,57.35,57.65,57.6553703704,5400.0,32.0,311339.0,4950.0,91.67,0.4,-0.1
2013-06-12,57.05,58.5,57.05,58.2,58.0047372954,4644.0,73.0,269374.0,4562.0,98.23,1.45,1.15
2013-06-11,58.1,58.6,57.8,58.2,58.1455975446,5213.0,102.0,303113.0,4500.0,86.32,0.8,0.1
2013-06-10,58.0,58.6,57.75,58.2,57.9954794195,4203.0,50.0,243755.0,4175.0,99.33,0.85,0.2
2013-06-07,58.6,58.6,58.6,58.6,58.5992292871,519.0,3.0,30413.0,500.0,96.34,0.0,0.0
2013-06-06,58.5,58.5,57.3,58.2,58.1560379919,1474.0,21.0,85722.0,1454.0,98.64,1.2,-0.3
2013-06-05,59.5,59.5,58.05,58.35,58.3547826087,10925.0,41.0,637526.0,10399.0,95.19,1.45,-1.15
2013-06-04,58.2,58.75,58.0,58.35,58.1810569813,9196.0,48.0,535033.0,8831.0,96.03,0.75,0.15
2013-06-03,58.0,58.6,56.0,58.05,58.0546184739,9960.0,88.0,578224.0,9265.0,93.02,2.6,0.05
2013-05-31,57.5,58.75,57.05,57.95,58.1211613038,9541.0,88.0,554534.0,9101.0,95.39,1.7,0.45
2013-05-30,57.5,59.0,57.0,58.1,57.835049505,10100.0,82.0,584134.0,9050.0,89.6,2.0,0.6
2013-05-29,58.5,58.5,58.3,58.45,58.413740458,1310.0,10.0,76522.0,1310.0,100.0,0.2,-0.05
2013-05-28,58.75,58.75,56.5,56.85,57.2754098361,915.0,10.0,52407.0,548.0,59.89,2.25,-1.9
2013-05-27,58.85,58.85,57.5,57.5,57.9433611885,1077.0,21.0,62405.0,827.0,76.79,1.35,-1.35
2013-05-24,58.5,58.5,57.5,57.9,57.9125827815,1510.0,17.0,87448.0,1500.0,99.34,1.0,-0.6
2013-05-23,58.4,58.4,57.9,57.9,57.9772727273,220.0,9.0,12755.0,220.0,100.0,0.5,-0.5
2013-05-22,58.0,58.85,57.75,58.45,58.0338571429,7000.0,43.0,406237.0,7000.0,100.0,1.1,0.45
2013-05-21,58.0,58.9,58.0,58.15,58.1519101124,8900.0,72.0,517552.0,8500.0,95.51,0.9,0.15
2013-05-20,58.95,58.95,58.0,58.8,58.7238993711,7950.0,31.0,466855.0,7050.0,88.68,0.95,-0.15
2013-05-17,58.95,59.0,58.0,58.6,58.6126814362,1309.0,36.0,76724.0,1225.0,93.58,1.0,-0.35
2013-05-16,58.0,59.0,57.5,58.55,58.3607201309,6110.0,76.0,356584.0,4855.0,79.46,1.5,0.55
2013-05-15,58.0,58.45,57.0,58.4,58.1501242751,6035.0,63.0,350936.0,4600.0,76.22,1.45,0.4
2013-05-14,57.75,58.95,57.5,58.45,58.1564685315,4576.0,39.0,266124.0,3900.0,85.23,1.45,0.7
2013-05-13,58.0,58.0,57.5,57.95,57.9313907285,3775.0,39.0,218691.0,2510.0,66.49,0.5,-0.05
2013-05-11,58.9,58.9,58.7,58.75,58.7833333333,300.0,6.0,17635.0,300.0,100.0,0.2,-0.15
2013-05-10,58.0,59.0,58.0,58.1,58.2495831017,3598.0,60.0,209582.0,2500.0,69.48,1.0,0.1
2013-05-09,58.0,59.0,57.6,58.95,58.6992031873,1004.0,16.0,58934.0,1004.0,100.0,1.4,0.95
2013-05-08,58.0,58.0,57.05,57.5,57.544486692,1315.0,18.0,75671.0,1315.0,100.0,0.95,-0.5
2013-05-07,58.0,59.0,57.5,57.65,58.082278481,2054.0,30.0,119301.0,1725.0,83.98,1.5,-0.35
2013-05-06,58.0,58.6,57.5,58.55,58.023364486,428.0,16.0,24834.0,378.0,88.32,1.1,0.55
2013-05-03,58.0,58.0,57.5,58.0,57.921038961,1925.0,13.0,111498.0,1900.0,98.7,0.5,0.0
2013-05-02,58.0,59.0,58.0,58.95,58.1568047337,1014.0,17.0,58971.0,940.0,92.7,1.0,0.95
2013-04-30,58.0,58.95,57.9,58.9,58.1723549488,2930.0,27.0,170445.0,2655.0,90.61,1.05,0.9
2013-04-29,58.5,59.5,57.8,58.0,58.9594836401,7824.0,61.0,461299.0,5847.0,74.73,1.7,-0.5
2013-04-26,58.0,58.75,56.0,57.45,57.8063191153,3165.0,90.0,182957.0,2555.0,80.73,2.75,-0.55
2013-04-25,59.5,63.85,57.0,59.35,58.158691702,1651.0,36.0,96020.0,1325.0,80.25,6.85,-0.15
2013-04-23,59.45,59.5,57.5,58.1,58.2440890125,1438.0,56.0,83755.0,1130.0,78.58,2.0,-1.35
2013-04-22,60.0,60.0,58.15,58.8,58.8623376623,770.0,31.0,45324.0,585.0,75.97,1.85,-1.2
2013-04-18,59.5,62.95,58.1,60.15,59.6529126214,824.0,48.0,49154.0,654.0,79.37,4.85,0.65
2013-04-17,58.0,60.0,58.0,59.45,58.9229466554,1181.0,41.0,69588.0,1075.0,91.02,2.0,1.45
2013-04-16,58.45,59.0,58.0,58.95,58.4569746043,27170.0,42.0,1588276.0,23700.0,87.23,1.0,0.5
2013-04-15,58.25,58.95,58.0,58.75,58.5074285714,875.0,17.0,51194.0,775.0,88.57,0.95,0.5
2013-04-12,59.0,59.25,57.75,58.7,58.5516739447,1374.0,45.0,80450.0,687.0,50.0,1.5,-0.3
2013-04-11,60.0,60.0,57.5,58.55,58.0880704564,2498.0,39.0,145104.0,2220.0,88.87,2.5,-1.45
2013-04-10,59.0,59.95,58.05,59.15,59.0448717949,936.0,36.0,55266.0,750.0,80.13,1.9,0.15
2013-04-09,59.0,63.0,58.5,60.4,59.7517039922,4108.0,71.0,245460.0,3564.0,86.76,4.5,1.4
2013-04-08,60.0,60.0,57.05,59.5,59.4068908261,12045.0,33.0,715556.0,10345.0,85.89,2.95,-0.5
2013-04-05,57.05,63.0,57.0,58.85,57.9739602435,13633.0,118.0,790359.0,12021.0,88.18,6.0,1.8
2013-04-04,57.05,58.0,56.5,57.5,57.1394297636,2876.0,28.0,164333.0,2100.0,73.02,1.5,0.45
2013-04-03,58.0,58.45,56.75,58.05,57.5562221197,19503.0,49.0,1122519.0,15550.0,79.73,1.7,0.05
2013-04-02,58.0,58.0,57.0,58.0,57.747826087,805.0,31.0,46487.0,705.0,87.58,1.0,0.0
2013-04-01,57.0,59.4,57.0,57.95,57.9354323081,20645.0,28.0,1196077.0,20559.0,99.58,2.4,0.95
2013-03-28,56.0,56.9,55.0,56.6,56.3120772947,1035.0,42.0,58283.0,1035.0,100.0,1.9,0.6
2013-03-26,58.0,58.0,53.8,55.45,56.0686102036,7958.0,147.0,446194.0,7020.0,88.21,4.2,-2.55
2013-03-25,56.5,60.0,53.0,57.95,57.797259347,29555.0,75.0,1708198.0,27136.0,91.82,7.0,1.45
2013-03-22,59.65,59.65,54.0,55.7,55.5080721003,12760.0,84.0,708283.0,11850.0,92.87,5.65,-3.95
2013-03-21,58.9,58.9,53.5,54.55,54.8089728453,4235.0,35.0,232116.0,4084.0,96.43,5.4,-4.35
2013-03-20,55.35,60.95,51.45,57.0,55.9615384615,5538.0,87.0,309915.0,2649.0,47.83,9.5,1.65
2013-03-19,61.0,61.0,58.0,58.9,58.9211360169,8521.0,120.0,502067.0,7459.0,87.54,3.0,-2.1
2013-03-18,52.5,63.85,52.5,59.95,58.5770279482,2934.0,55.0,171865.0,1851.0,63.09,11.35,7.45
2013-03-15,64.5,64.5,59.95,60.1,60.178685147,5339.0,28.0,321294.0,4171.0,78.12,4.55,-4.4
2013-03-14,59.7,61.0,56.5,59.95,59.7520059912,9347.0,50.0,558502.0,6852.0,73.31,4.5,0.25
2013-03-13,59.8,59.9,56.5,58.8,57.9186868687,1980.0,62.0,114679.0,1431.0,72.27,3.4,-1.0
2013-03-12,57.95,57.95,57.05,57.9,57.2442748092,131.0,13.0,7499.0,125.0,95.42,0.9,-0.05
2013-03-11,57.5,59.65,55.15,57.9,56.766904299,4629.0,26.0,262774.0,4525.0,97.75,4.5,0.4
2013-03-08,57.0,62.0,54.6,57.2,56.4810767051,4941.0,105.0,279073.0,4026.0,81.48,7.4,0.2
2013-03-07,57.9,58.0,54.9,56.7,57.3849701574,7372.0,44.0,423042.0,5181.0,70.28,3.1,-1.2
2013-03-06,53.5,56.8,53.0,55.45,55.1220107369,10245.0,99.0,564725.0,9875.0,96.39,3.8,1.95
2013-03-05,54.0,56.0,51.0,54.0,54.2173626518,45523.0,190.0,2468137.0,35049.0,76.99,5.0,0.0
2013-03-04,56.0,58.0,46.0,54.9,54.576790998,46301.0,86.0,2526960.0,44391.0,95.87,12.0,-1.1
2013-03-01,56.0,59.75,55.3,57.05,56.6512524085,1557.0,34.0,88206.0,696.0,44.7,4.45,1.05
2013-02-28,58.85,58.9,55.0,56.15,57.1072339822,42328.0,90.0,2417235.0,38525.0,91.02,3.9,-2.7
2013-02-27,60.0,60.0,56.0,57.45,57.6155597723,2635.0,62.0,151817.0,1645.0,62.43,4.0,-2.55
2013-02-26,56.5,60.8,56.5,57.05,58.0485106383,2350.0,53.0,136414.0,2045.0,87.02,4.3,0.55
2013-02-25,64.1,64.1,57.15,59.0,57.853060354,28134.0,59.0,1627638.0,25851.0,91.89,6.95,-5.1
2013-02-22,58.0,60.9,56.5,59.0,58.6554376658,7540.0,131.0,442262.0,5941.0,78.79,4.4,1.0
2013-02-21,55.6,57.85,55.6,56.95,56.9585028478,3687.0,17.0,210006.0,3636.0,98.62,2.25,1.35
2013-02-20,57.0,57.45,56.95,56.95,57.051627385,17820.0,30.0,1016660.0,15220.0,85.41,0.5,-0.05
2013-02-19,56.5,58.0,56.5,57.5,57.4949965493,5796.0,37.0,333241.0,5460.0,94.2,1.5,1.0
2013-02-18,56.45,57.45,56.25,57.05,57.0272172689,4262.0,32.0,243050.0,4160.0,97.61,1.2,0.6
2013-02-15,56.0,58.0,55.5,56.3,56.1382378265,10453.0,77.0,586813.0,7874.0,75.33,2.5,0.3
2013-02-14,56.0,56.5,55.25,56.5,55.7107692308,975.0,8.0,54318.0,975.0,100.0,1.25,0.5
2013-02-13,56.5,57.0,56.5,56.95,56.9491935484,6200.0,5.0,353085.0,6200.0,100.0,0.5,0.45
2013-02-12,57.0,58.0,55.35,56.8,56.9440048474,28056.0,85.0,1597621.0,15109.0,53.85,2.65,-0.2
2013-02-11,57.0,57.9,56.0,57.65,56.5072591289,2273.0,27.0,128441.0,1778.0,78.22,1.9,0.65
2013-02-08,57.0,57.95,54.2,57.1,55.8966666667,2700.0,24.0,150921.0,1960.0,72.59,3.75,0.1
2013-02-07,56.5,58.45,55.85,57.15,56.880620155,1935.0,19.0,110064.0,1445.0,74.68,2.6,0.65
2013-02-06,56.5,57.8,56.0,56.9,56.5097783572,1534.0,14.0,86686.0,1534.0,100.0,1.8,0.4
2013-02-05,57.2,57.2,56.0,56.5,56.5024975025,2002.0,20.0,113118.0,2002.0,100.0,1.2,-0.7
2013-02-04,57.0,57.75,56.25,57.2,56.8809207614,2259.0,28.0,128494.0,1850.0,81.89,1.5,0.2
2013-02-01,57.0,58.0,56.7,58.0,56.9071294559,1066.0,14.0,60663.0,1066.0,100.0,1.3,1.0
2013-01-31,56.25,57.7,56.25,57.7,57.4396396396,555.0,17.0,31879.0,545.0,98.2,1.45,1.45
2013-01-30,58.0,58.0,57.0,57.35,57.2653534183,1726.0,14.0,98840.0,1726.0,100.0,1.0,-0.65
2013-01-29,56.8,58.65,56.8,58.35,57.8869298308,14009.0,24.0,810938.0,13550.0,96.72,1.85,1.55
2013-01-28,57.0,58.85,56.5,57.15,57.9249502982,6036.0,29.0,349635.0,3971.0,65.79,2.35,0.15
2013-01-25,58.8,58.95,57.2,57.55,58.2053879676,17669.0,50.0,1028431.0,16867.0,95.46,1.75,-1.25
2013-01-24,58.2,58.8,57.0,58.8,57.4128614916,5256.0,20.0,301762.0,5256.0,100.0,1.8,0.6
2013-01-23,58.0,59.5,57.5,59.0,58.7726218097,431.0,13.0,25331.0,401.0,93.04,2.0,1.0
2013-01-22,58.0,59.4,57.0,58.5,57.984,2250.0,16.0,130464.0,1999.0,88.84,2.4,0.5
2013-01-21,63.9,63.9,58.3,58.75,58.8936350593,15334.0,66.0,903075.0,13350.0,87.06,5.6,-5.15
2013-01-18,59.0,59.9,56.2,58.1,58.4711567502,6622.0,49.0,387196.0,3945.0,59.57,3.7,-0.9
2013-01-17,53.0,60.0,52.0,57.2,57.2512388411,53881.0,129.0,3084754.0,24464.0,45.4,8.0,4.2
2013-01-16,53.5,55.9,53.0,53.4,55.1399274674,23162.0,54.0,1277151.0,21967.0,94.84,2.9,-0.1
2013-01-15,54.0,55.0,54.0,54.9,54.4457364341,516.0,13.0,28094.0,465.0,90.12,1.0,0.9
2013-01-14,53.0,56.0,53.0,55.1,54.7956834532,2780.0,52.0,152332.0,1665.0,59.89,3.0,2.1
2013-01-11,53.25,55.4,51.0,52.3,54.4610985704,26580.0,123.0,1447576.0,23025.0,86.63,4.4,-0.95
2013-01-10,54.0,55.45,53.0,54.25,54.190411701,3692.0,67.0,200071.0,2385.0,64.6,2.45,0.25
2013-01-09,55.0,56.6,54.5,55.05,55.1404109589,584.0,17.0,32202.0,443.0,75.86,2.1,0.05
2013-01-08,57.1,58.0,54.5,54.75,55.1905533549,16662.0,120.0,919585.0,14825.0,88.97,3.5,-2.35
2013-01-07,57.95,64.0,56.25,59.3,59.1567212142,40454.0,180.0,2393126.0,37149.0,91.83,7.75,1.35
2013-01-04,53.2,58.0,53.2,56.6,56.7454844007,15225.0,119.0,863950.0,12345.0,81.08,4.8,3.4
2013-01-03,59.7,59.7,53.0,55.0,54.832388664,1235.0,13.0,67718.0,1210.0,97.98,6.7,-4.7
2013-01-02,53.75,55.0,52.0,54.65,53.8365853659,6560.0,77.0,353168.0,5944.0,90.61,3.0,0.9
2013-01-01,52.0,53.0,51.3,51.85,51.8420689655,2900.0,45.0,150342.0,2354.0,81.17,1.7,-0.15
2012-12-31,52.95,58.0,50.5,51.2,51.5345839346,10395.0,76.0,535702.0,6394.0,61.51,7.5,-1.75
2012-12-28,53.4,54.0,50.1,51.15,51.8356621847,11379.0,75.0,589838.0,8371.0,73.57,3.9,-2.25
2012-12-27,54.0,54.0,50.3,51.0,51.3047808765,1004.0,11.0,51510.0,800.0,79.68,3.7,-3.0
2012-12-26,50.3,54.7,50.0,52.0,51.662094193,2187.0,55.0,112985.0,1436.0,65.66,4.7,1.7
2012-12-24,52.05,54.0,51.0,51.75,53.4563748197,13169.0,58.0,703967.0,11852.0,90.0,3.0,-0.3
