Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2006-02-17,3.41,3.41,3.4,3.4,3.40833333333,600.0,2.0,2045.0,600.0,100.0,0.01,-0.01
2006-02-16,3.39,3.71,3.39,3.57,3.54260869565,575.0,9.0,2037.0,575.0,100.0,0.32,0.18
2006-02-15,3.56,3.56,3.56,3.56,3.56,200.0,1.0,712.0,200.0,100.0,0.0,0.0
2006-02-14,3.42,3.75,3.42,3.74,3.44938650307,652.0,7.0,2249.0,500.0,76.69,0.33,0.32
2006-02-13,3.43,3.6,3.43,3.59,3.48075577327,1429.0,6.0,4974.0,1429.0,100.0,0.17,0.16
2006-02-10,3.55,3.55,3.43,3.43,3.50830564784,301.0,6.0,1056.0,301.0,100.0,0.12,-0.12
2006-02-08,3.6,3.6,3.6,3.6,3.6,300.0,1.0,1080.0,300.0,100.0,0.0,0.0
2006-02-07,3.63,3.63,3.63,3.63,3.6281512605,476.0,3.0,1727.0,476.0,100.0,0.0,0.0
2006-02-06,3.7,3.84,3.7,3.82,3.7904,1250.0,10.0,4738.0,1000.0,80.0,0.14,0.12
2006-02-03,3.61,3.92,3.61,3.89,3.61083743842,203.0,6.0,733.0,200.0,98.52,0.31,0.28
2006-02-02,3.63,3.88,3.62,3.79,3.63858961802,1021.0,9.0,3715.0,920.0,90.11,0.26,0.16
2006-02-01,3.75,3.87,3.75,3.8,3.79285714286,280.0,6.0,1062.0,180.0,64.29,0.12,0.05
2006-01-31,3.94,3.94,3.94,3.94,3.94,150.0,2.0,591.0,150.0,100.0,0.0,0.0
2006-01-30,4.17,4.17,3.83,4.14,3.95892116183,2410.0,21.0,9541.0,1400.0,58.09,0.34,-0.03
2006-01-27,4.42,4.42,4.03,4.03,4.24695652174,575.0,4.0,2442.0,575.0,100.0,0.39,-0.39
2006-01-24,4.37,4.37,3.97,4.24,4.0247410817,3476.0,13.0,13990.0,3413.0,98.19,0.4,-0.13
2006-01-23,3.84,4.18,3.83,4.17,3.84700899947,3778.0,18.0,14534.0,3675.0,97.27,0.35,0.33
2006-01-20,4.27,4.27,4.03,4.03,4.05660377358,901.0,6.0,3655.0,901.0,100.0,0.24,-0.24
2006-01-19,4.33,4.33,3.93,4.24,4.08999470619,1889.0,14.0,7726.0,1036.0,54.84,0.4,-0.09
2006-01-18,3.96,4.14,3.96,4.13,3.96262295082,3050.0,6.0,12086.0,3000.0,98.36,0.18,0.17
2006-01-17,3.96,3.97,3.8,3.96,3.82923694779,6225.0,21.0,23837.0,5400.0,86.75,0.17,0.0
2006-01-16,3.87,3.88,3.72,3.79,3.87062857143,8750.0,18.0,33868.0,8340.0,95.31,0.16,-0.08
2006-01-13,3.63,3.84,3.55,3.7,3.62704918033,2440.0,14.0,8850.0,1575.0,64.55,0.29,0.07
2006-01-12,3.98,3.98,3.7,3.73,3.77285714286,700.0,5.0,2641.0,600.0,85.71,0.28,-0.25
2006-01-10,4.18,4.18,3.8,3.8,4.05095130603,3101.0,7.0,12562.0,3101.0,100.0,0.38,-0.38
2006-01-09,3.99,3.99,3.99,3.99,3.98947368421,950.0,7.0,3790.0,950.0,100.0,0.0,0.0
2006-01-06,3.8,3.86,3.8,3.8,3.8179905313,1901.0,9.0,7258.0,1801.0,94.74,0.06,0.0
2006-01-05,3.95,3.96,3.8,3.96,3.88074626866,6700.0,20.0,26001.0,5200.0,77.61,0.16,0.01
2006-01-04,3.78,3.78,3.78,3.78,3.77982878545,3738.0,15.0,14129.0,3738.0,100.0,0.0,0.0
2006-01-03,3.48,3.6,3.3,3.6,3.55803484048,10218.0,23.0,36356.0,9519.0,93.16,0.3,0.12
2006-01-02,3.22,3.43,3.22,3.43,3.27564865508,4201.0,46.0,13761.0,3748.0,89.22,0.21,0.21
2005-12-30,3.38,3.38,3.38,3.38,3.38,800.0,6.0,2704.0,800.0,100.0,0.0,0.0
2005-12-29,3.55,3.55,3.55,3.55,3.55,100.0,1.0,355.0,100.0,100.0,0.0,0.0
2005-12-28,3.73,3.73,3.73,3.73,3.73,200.0,1.0,746.0,200.0,100.0,0.0,0.0
2005-12-27,3.92,3.92,3.92,3.92,3.0,1.0,1.0,3.0,1.0,100.0,0.0,0.0
2005-12-26,3.5,3.75,3.5,3.75,3.50099502488,2010.0,5.0,7037.0,2010.0,100.0,0.25,0.25
2005-12-23,3.62,3.62,3.62,3.62,3.62,50.0,1.0,181.0,50.0,100.0,0.0,0.0
2005-12-22,3.34,3.5,3.33,3.46,3.3325,6400.0,9.0,21328.0,6000.0,93.75,0.17,0.12
2005-12-21,3.35,3.63,3.3,3.5,3.32990152193,2234.0,9.0,7439.0,2200.0,98.48,0.33,0.15
2005-12-20,3.47,3.47,3.47,3.47,3.0,1.0,1.0,3.0,1.0,100.0,0.0,0.0
2005-12-15,3.23,3.39,3.07,3.38,3.1775147929,2873.0,20.0,9129.0,2225.0,77.45,0.32,0.15
2005-12-14,3.23,3.23,3.23,3.23,3.23,1100.0,1.0,3553.0,1100.0,100.0,0.0,0.0
2005-12-13,3.39,3.4,3.09,3.09,3.1661849711,2076.0,14.0,6573.0,1199.0,57.76,0.31,-0.3
2005-12-12,3.06,3.34,3.05,3.25,3.06953106953,4329.0,23.0,13288.0,4129.0,95.38,0.29,0.19
2005-12-09,3.21,3.21,3.2,3.2,3.2075,400.0,4.0,1283.0,400.0,100.0,0.01,-0.01
2005-12-08,3.29,3.59,3.29,3.36,3.33305971681,4873.0,36.0,16242.0,3946.0,80.98,0.3,0.07
2005-12-07,3.24,3.48,3.24,3.46,3.2874015748,3048.0,27.0,10020.0,2575.0,84.48,0.24,0.22
2005-12-06,3.41,3.41,3.41,3.41,3.41,700.0,3.0,2387.0,700.0,100.0,0.0,0.0
2005-12-05,3.93,3.93,3.58,3.58,3.7537437604,601.0,4.0,2256.0,301.0,50.08,0.35,-0.35
2005-12-02,3.46,3.78,3.46,3.76,3.48879402348,1874.0,16.0,6538.0,1672.0,89.22,0.32,0.3
2005-12-01,3.64,3.64,3.64,3.64,3.63840399002,401.0,4.0,1459.0,401.0,100.0,0.0,0.0
2005-11-30,4.22,4.22,3.83,3.83,3.83416402356,2207.0,11.0,8462.0,2207.0,100.0,0.39,-0.39
2005-11-29,3.71,4.07,3.71,4.03,3.73162939297,1252.0,13.0,4672.0,497.0,39.7,0.36,0.32
2005-11-28,4.3,4.3,3.9,3.9,4.00418410042,478.0,9.0,1914.0,378.0,79.08,0.4,-0.4
2005-11-26,4.19,4.2,3.81,4.1,4.01131901132,4329.0,15.0,17365.0,4199.0,97.0,0.39,-0.09
2005-11-25,4.33,4.33,4.01,4.01,4.07674943567,443.0,8.0,1806.0,393.0,88.71,0.32,-0.32
2005-11-24,4.39,4.39,4.0,4.22,4.03947368421,3800.0,15.0,15350.0,3800.0,100.0,0.39,-0.17
2005-11-23,4.37,4.37,3.97,4.19,4.0235462005,5606.0,27.0,22556.0,5606.0,100.0,0.4,-0.18
2005-11-22,4.17,4.18,4.12,4.17,4.15172855314,1562.0,22.0,6485.0,1562.0,100.0,0.06,0.0
2005-11-21,4.05,4.05,3.68,3.99,3.94518654998,2171.0,22.0,8565.0,2171.0,100.0,0.37,-0.06
2005-11-18,3.88,3.9,3.7,3.86,3.86615384615,650.0,8.0,2513.0,650.0,100.0,0.2,-0.02
2005-11-17,3.72,3.72,3.72,3.72,3.71987850152,5926.0,7.0,22044.0,5926.0,100.0,0.0,0.0
2005-11-16,3.54,3.55,3.48,3.55,3.53572353093,7726.0,15.0,27317.0,7726.0,100.0,0.07,0.01
2005-11-14,3.25,3.43,3.13,3.39,3.22808126411,11075.0,24.0,35751.0,11075.0,100.0,0.3,0.14
2005-11-11,3.3,3.3,3.0,3.29,3.19421360419,3249.0,17.0,10378.0,3249.0,100.0,0.3,-0.01
2005-11-10,3.3,3.3,3.0,3.15,3.10846153846,1300.0,15.0,4041.0,1300.0,100.0,0.3,-0.15
2005-11-09,3.03,3.15,3.01,3.15,3.0324137931,1450.0,9.0,4397.0,1450.0,100.0,0.14,0.12
2005-11-08,3.47,3.47,3.15,3.16,3.21534234996,4732.0,33.0,15215.0,4732.0,100.0,0.32,-0.31
2005-11-07,3.03,3.32,3.02,3.31,3.07232876712,1825.0,11.0,5607.0,1825.0,100.0,0.3,0.28
2005-11-02,3.18,3.18,3.17,3.17,3.17,600.0,3.0,1902.0,600.0,100.0,0.01,-0.01
2005-10-31,3.5,3.63,3.33,3.33,3.47810218978,274.0,4.0,953.0,274.0,100.0,0.3,-0.17
2005-10-28,3.5,3.5,3.5,3.5,3.5,500.0,1.0,1750.0,500.0,100.0,0.0,0.0
2005-10-27,3.45,3.45,3.33,3.45,3.36,1075.0,4.0,3612.0,1075.0,100.0,0.12,0.0
2005-10-26,3.59,3.59,3.26,3.5,3.42279348757,5835.0,33.0,19972.0,5835.0,100.0,0.33,-0.09
2005-10-25,3.61,3.63,3.29,3.43,3.35001532802,13048.0,40.0,43711.0,13048.0,100.0,0.34,-0.18
2005-10-24,3.5,3.51,3.19,3.46,3.23122529644,8096.0,23.0,26160.0,8096.0,100.0,0.32,-0.04
2005-10-21,3.35,3.35,3.35,3.35,3.34920634921,126.0,3.0,422.0,126.0,100.0,0.0,0.0
2005-10-20,3.52,3.69,3.52,3.52,3.52314814815,5400.0,9.0,19025.0,5400.0,100.0,0.17,0.0
2005-10-19,4.07,4.08,3.7,3.7,3.9973836666,5351.0,15.0,21390.0,5351.0,100.0,0.38,-0.37
2005-10-18,3.89,4.29,3.89,3.89,3.89498327759,2990.0,16.0,11646.0,2990.0,100.0,0.4,0.0
2005-10-17,4.09,4.09,4.09,4.09,4.08816705336,431.0,5.0,1762.0,431.0,100.0,0.0,0.0
2005-10-14,4.3,4.3,4.3,4.3,4.3,360.0,3.0,1548.0,360.0,100.0,0.0,0.0
2005-10-13,4.52,4.52,4.52,4.52,4.51739130435,230.0,2.0,1039.0,230.0,100.0,0.0,0.0
2005-10-11,4.75,4.75,4.75,4.75,4.74666666667,150.0,2.0,712.0,150.0,100.0,0.0,0.0
2005-10-07,4.99,5.51,4.99,4.99,5.00909090909,770.0,11.0,3857.0,770.0,100.0,0.52,0.0
2005-10-06,5.25,5.25,5.25,5.25,5.25,100.0,1.0,525.0,100.0,100.0,0.0,0.0
2005-10-05,5.52,5.52,5.52,5.52,5.52,225.0,3.0,1242.0,225.0,100.0,0.0,0.0
2005-10-04,5.8,5.8,5.8,5.8,5.8,100.0,1.0,580.0,100.0,100.0,0.0,0.0
2005-10-03,6.1,6.1,6.1,6.1,6.1,200.0,1.0,1220.0,200.0,100.0,0.0,0.0
2005-09-29,6.42,6.42,6.42,6.42,6.42,100.0,1.0,642.0,100.0,100.0,0.0,0.0
2005-09-28,6.75,6.75,6.75,6.75,6.72,25.0,1.0,168.0,25.0,100.0,0.0,0.0
2005-09-27,6.61,6.61,6.0,6.48,6.03003575685,4195.0,21.0,25296.0,4195.0,100.0,0.61,-0.13
2005-09-26,6.31,6.31,6.31,6.31,6.31,1000.0,2.0,6310.0,1000.0,100.0,0.0,0.0
2005-09-23,6.64,6.64,6.64,6.64,6.64,25.0,1.0,166.0,25.0,100.0,0.0,0.0
2005-09-21,6.96,6.96,6.3,6.64,6.70891774892,5775.0,13.0,38744.0,5775.0,100.0,0.66,-0.32
2005-09-20,6.16,7.15,6.05,6.63,6.45616355529,26462.0,65.0,170843.0,26462.0,100.0,1.1,0.47
2005-09-19,8.8,8.8,6.6,6.66,6.85422621478,14694.0,40.0,100716.0,14694.0,100.0,2.2,-2.14
2005-09-16,7.69,7.69,6.6,7.42,7.21632241814,19850.0,45.0,143244.0,19850.0,100.0,1.09,-0.27
2005-09-15,8.75,8.75,6.0,6.98,7.26641176471,34000.0,84.0,247058.0,34000.0,100.0,2.75,-1.77
2005-09-14,8.51,8.51,7.15,7.49,7.55249916136,65582.0,119.0,495308.0,65582.0,100.0,1.36,-1.02
2005-09-13,8.55,8.55,6.81,7.15,7.21035326087,36800.0,71.0,265341.0,36800.0,100.0,1.74,-1.4
2005-09-12,7.0,8.1,6.55,7.25,7.06538360598,57155.0,120.0,403822.0,57155.0,100.0,1.55,0.25
2005-09-09,7.33,7.33,6.15,6.76,6.54022012114,27076.0,62.0,177083.0,27076.0,100.0,1.18,-0.57
2005-09-08,6.85,6.85,6.1,6.12,6.19311178248,16550.0,18.0,102496.0,16550.0,100.0,0.75,-0.73
2005-09-06,6.4,6.5,6.01,6.15,6.34466321244,4825.0,19.0,30613.0,4825.0,100.0,0.49,-0.25
2005-09-05,6.2,6.69,5.9,6.32,6.33987650309,15385.0,36.0,97539.0,15385.0,100.0,0.79,0.12
2005-09-02,6.5,6.98,6.05,6.41,6.45247204238,6796.0,19.0,43851.0,6796.0,100.0,0.93,-0.09
2005-09-01,6.75,6.75,6.2,6.2,6.37668016194,6175.0,21.0,39376.0,6175.0,100.0,0.55,-0.55
2005-08-31,6.2,7.47,6.2,6.59,6.62482168331,17525.0,44.0,116100.0,17525.0,100.0,1.27,0.39
2005-08-30,6.7,6.95,5.65,6.39,6.304296875,12800.0,31.0,80695.0,12800.0,100.0,1.3,-0.31
2005-08-29,7.85,7.85,6.5,6.68,6.69795672171,26526.0,56.0,177670.0,26526.0,100.0,1.35,-1.17
2005-08-26,6.7,7.31,6.1,6.55,6.58533057851,24200.0,61.0,159365.0,24200.0,100.0,1.21,-0.15
2005-08-25,6.5,6.5,5.5,6.1,5.62292718097,4161.0,12.0,23397.0,4161.0,100.0,1.0,-0.4
2005-08-24,5.6,6.35,5.55,5.61,5.6845224527,8774.0,27.0,49876.0,8774.0,100.0,0.8,0.01
2005-08-23,7.5,7.5,5.51,5.7,5.9365601807,15495.0,40.0,91987.0,15495.0,100.0,1.99,-1.8
2005-08-22,7.2,7.2,6.11,6.27,6.38857142857,9275.0,33.0,59254.0,9275.0,100.0,1.09,-0.93
2005-08-19,6.1,6.7,6.0,6.27,6.31088955069,23169.0,56.0,146217.0,23169.0,100.0,0.7,0.17
2005-08-18,6.24,6.95,5.8,6.14,6.08760504202,23800.0,63.0,144885.0,23800.0,100.0,1.15,-0.1
2005-08-17,6.39,6.39,5.8,6.04,6.03847736626,19440.0,33.0,117388.0,19440.0,100.0,0.59,-0.35
2005-08-16,6.05,6.2,5.6,5.93,5.98941666667,12000.0,19.0,71873.0,12000.0,100.0,0.6,-0.12
2005-08-12,6.5,6.5,5.67,5.78,5.81003708282,20225.0,37.0,117508.0,20225.0,100.0,0.83,-0.72
2005-08-11,6.85,6.85,5.62,5.75,5.78376582278,31600.0,48.0,182767.0,31600.0,100.0,1.23,-1.1
2005-08-10,6.0,6.15,5.26,5.75,5.84634680045,18737.0,59.0,109543.0,18737.0,100.0,0.89,-0.25
2005-08-09,5.2,5.8,5.1,5.68,5.5328632964,46663.0,54.0,258180.0,46663.0,100.0,0.7,0.48
2005-08-08,6.2,6.2,5.0,5.0,5.25023255814,4300.0,15.0,22576.0,4300.0,100.0,1.2,-1.2
2005-08-05,5.0,5.6,4.5,5.19,4.84927176945,16135.0,47.0,78243.0,16135.0,100.0,1.1,0.19
2005-08-04,5.75,5.75,5.02,5.16,5.22322580645,775.0,10.0,4048.0,775.0,100.0,0.73,-0.59
2005-08-03,6.2,6.2,5.3,5.3,5.49225806452,1550.0,8.0,8513.0,1550.0,100.0,0.9,-0.9
2005-08-02,6.4,6.4,5.15,5.51,5.3155801105,4525.0,18.0,24053.0,4525.0,100.0,1.25,-0.89
2005-08-01,6.5,6.5,5.3,5.75,5.46776119403,3350.0,16.0,18317.0,3350.0,100.0,1.2,-0.75
2005-07-29,6.9,6.9,5.5,5.71,5.78571428571,1750.0,19.0,10125.0,1750.0,100.0,1.4,-1.19
2005-07-27,5.8,6.43,5.77,5.8,5.80186046512,2150.0,6.0,12474.0,2150.0,100.0,0.66,0.0
2005-07-26,6.0,6.55,5.26,5.36,5.49731707317,8200.0,36.0,45078.0,8200.0,100.0,1.29,-0.64
2005-07-25,6.7,6.7,5.25,5.75,5.87032448378,8475.0,35.0,49751.0,8475.0,100.0,1.45,-0.95
2005-07-22,6.8,6.8,5.3,5.65,5.68655367232,8850.0,29.0,50326.0,8850.0,100.0,1.5,-1.15
2005-07-21,6.2,6.2,5.3,5.67,5.74965346535,20200.0,30.0,116143.0,20200.0,100.0,0.9,-0.53
2005-07-20,5.0,5.57,5.0,5.25,5.24761904762,4725.0,17.0,24795.0,4725.0,100.0,0.57,0.25
2005-07-19,5.0,5.25,5.0,5.25,5.04952380952,7350.0,18.0,37114.0,7350.0,100.0,0.25,0.25
2005-07-18,6.2,6.2,5.16,5.17,5.23526132404,7175.0,12.0,37563.0,7175.0,100.0,1.04,-1.03
2005-07-15,5.75,5.75,5.0,5.27,5.18459016393,27450.0,27.0,142317.0,27450.0,100.0,0.75,-0.48
2005-07-14,5.9,5.9,5.0,5.25,5.11881761978,5176.0,20.0,26495.0,5176.0,100.0,0.9,-0.65
2005-07-13,4.6,5.55,4.6,4.95,5.05816513761,5450.0,26.0,27567.0,5450.0,100.0,0.95,0.35
2005-07-12,5.7,5.7,5.0,5.04,5.09951612903,6200.0,17.0,31617.0,6200.0,100.0,0.7,-0.66
2005-07-11,5.8,5.8,4.81,5.4,5.35131868132,9100.0,15.0,48697.0,9100.0,100.0,0.99,-0.4
2005-07-08,5.12,5.55,5.0,5.05,5.16044817927,8925.0,19.0,46057.0,8925.0,100.0,0.55,-0.07
2005-07-07,6.3,6.3,5.0,5.63,5.43283387622,7675.0,30.0,41697.0,6775.0,88.27,1.3,-0.67
2005-07-06,4.5,5.7,4.5,5.29,5.11203125,6400.0,19.0,32717.0,4500.0,70.31,1.2,0.79
2005-07-05,4.7,5.75,4.7,5.25,5.19177975355,12822.0,28.0,66569.0,11222.0,87.52,1.05,0.55
2005-07-04,5.65,5.65,4.9,5.5,5.235,200.0,3.0,1047.0,100.0,50.0,0.75,-0.15
2005-07-01,5.3,5.3,5.0,5.0,5.06416666667,2400.0,7.0,12154.0,2400.0,100.0,0.3,-0.3
2005-06-30,5.31,5.5,5.1,5.21,5.285,5600.0,13.0,29596.0,5600.0,100.0,0.4,-0.1
2005-06-29,4.3,5.9,4.3,5.78,5.38254716981,10600.0,39.0,57055.0,7600.0,71.7,1.6,1.48
2005-06-28,5.0,5.4,4.93,5.1,5.11652653705,7612.0,26.0,38947.0,6987.0,91.79,0.47,0.1
2005-06-27,6.45,6.45,5.45,5.58,5.56867647059,6800.0,27.0,37867.0,5563.0,81.81,1.0,-0.87
2005-06-24,6.2,6.2,5.1,5.4,5.43883211679,6850.0,24.0,37256.0,4350.0,63.5,1.1,-0.8
2005-06-23,6.15,6.15,4.27,5.19,4.80754448399,7025.0,56.0,33773.0,5750.0,81.85,1.88,-0.96
2005-06-22,5.87,5.87,5.0,5.17,5.2555125149,20136.0,43.0,105825.0,17200.0,85.42,0.87,-0.7
2005-06-21,5.0,5.3,4.91,5.07,5.20925,4000.0,19.0,20837.0,3550.0,88.75,0.39,0.07
2005-06-20,5.49,5.6,5.12,5.39,5.30607929515,11350.0,13.0,60224.0,10400.0,91.63,0.48,-0.1
2005-06-17,5.75,5.75,4.9,5.29,5.24717592593,21600.0,62.0,113339.0,18900.0,87.5,0.85,-0.46
2005-06-16,6.1,6.2,5.12,5.84,5.77578378378,9250.0,36.0,53426.0,8475.0,91.62,1.08,-0.26
2005-06-15,6.49,6.49,6.05,6.05,6.16576271186,5900.0,15.0,36378.0,5400.0,91.53,0.44,-0.44
2005-06-14,7.29,7.3,6.01,6.17,6.39860805861,13650.0,54.0,87341.0,11200.0,82.05,1.29,-1.12
2005-06-13,8.21,8.21,6.25,6.52,6.70603504218,16951.0,50.0,113674.0,14076.0,83.04,1.96,-1.69
2005-06-10,8.42,8.42,6.5,6.85,7.14274304335,31301.0,84.0,223575.0,22600.0,72.2,1.92,-1.57
2005-06-09,8.25,8.25,6.5,7.03,6.96407735363,33767.0,107.0,235156.0,24800.0,73.44,1.75,-1.22
2005-06-08,8.2,8.44,7.16,7.28,7.90210874622,91571.0,230.0,723604.0,71250.0,77.81,1.28,-0.92
2005-06-07,6.95,7.1,6.1,7.1,6.81184617651,88231.0,208.0,601016.0,75643.0,85.73,1.0,0.15
2005-06-06,6.09,6.1,4.66,5.92,5.67941507312,76454.0,164.0,434214.0,62794.0,82.13,1.44,-0.17
2005-06-04,5.25,5.49,4.77,5.09,5.05275127085,22426.0,67.0,113313.0,16150.0,72.01,0.72,-0.16
2005-06-03,4.6,5.0,4.01,4.77,4.80508297065,42967.0,90.0,206460.0,33414.0,77.77,0.99,0.17
2005-06-02,4.44,4.79,4.24,4.52,4.46192025702,48556.0,127.0,216653.0,31725.0,65.34,0.55,0.08
2005-06-01,4.8,4.95,3.88,4.04,4.0383851468,23160.0,64.0,93529.0,19826.0,85.6,1.07,-0.76
2005-05-31,3.94,4.5,3.9,4.19,4.10880493961,47939.0,116.0,196972.0,38450.0,80.21,0.6,0.25
2005-05-30,4.14,4.14,3.55,3.9,3.75810590156,21435.0,55.0,80555.0,16970.0,79.17,0.59,-0.24
2005-05-27,4.45,4.6,3.76,3.86,3.99647118558,39390.0,113.0,157421.0,32032.0,81.32,0.84,-0.59
2005-05-26,4.18,4.26,3.85,4.26,4.2275344333,49153.0,65.0,207796.0,43981.0,89.48,0.41,0.08
2005-05-25,3.7,4.0,3.26,3.55,3.57728610098,42485.0,59.0,151981.0,32800.0,77.2,0.74,-0.15
2005-05-24,3.98,3.98,3.12,3.53,3.36205630355,12255.0,31.0,41202.0,11230.0,91.64,0.86,-0.45
2005-05-23,3.78,3.78,3.15,3.32,3.44693641618,12975.0,33.0,44724.0,8120.0,62.58,0.63,-0.46
2005-05-20,3.5,3.5,3.08,3.25,3.2875,12240.0,37.0,40239.0,6780.0,55.39,0.42,-0.25
2005-05-19,3.5,3.5,3.0,3.24,3.1574035497,12001.0,24.0,37892.0,8825.0,73.54,0.5,-0.26
2005-05-18,3.15,3.2,2.85,2.95,2.95787375415,7525.0,17.0,22258.0,6525.0,86.71,0.35,-0.2
2005-05-17,3.5,3.5,2.87,3.05,3.02394957983,2380.0,14.0,7197.0,2070.0,86.97,0.63,-0.45
2005-05-16,3.58,3.58,2.81,2.95,2.93982074264,3905.0,24.0,11480.0,3855.0,98.72,0.77,-0.63
2005-05-13,3.25,3.25,2.6,3.0,2.84842105263,2850.0,18.0,8118.0,1350.0,47.37,0.65,-0.25
2005-05-12,3.05,3.05,2.7,2.72,2.76696035242,2270.0,8.0,6281.0,2170.0,95.59,0.35,-0.33
2005-05-11,3.29,3.29,2.61,2.62,2.66634146341,1025.0,9.0,2733.0,1000.0,97.56,0.68,-0.67
2005-05-10,3.0,3.2,2.5,2.89,2.68647042938,7406.0,23.0,19896.0,5651.0,76.3,0.7,-0.11
2005-05-09,2.95,3.2,2.91,3.1,2.98943396226,1325.0,10.0,3961.0,775.0,58.49,0.29,0.15
2005-05-06,2.86,2.95,2.85,2.95,2.85940594059,2525.0,6.0,7220.0,2500.0,99.01,0.1,0.09
2005-05-05,3.37,3.37,2.9,3.05,2.93173652695,1670.0,11.0,4896.0,1505.0,90.12,0.47,-0.32
2005-05-04,3.46,3.46,3.0,3.0,3.01427212179,1051.0,5.0,3168.0,1001.0,95.24,0.46,-0.46
2005-05-03,3.48,3.48,3.1,3.2,3.1328358209,670.0,10.0,2099.0,625.0,93.28,0.38,-0.28
2005-05-02,3.05,3.4,2.99,3.17,3.1685808449,10013.0,33.0,31727.0,4975.0,49.69,0.41,0.12
2005-04-29,3.12,3.12,3.12,3.12,3.0,1.0,1.0,3.0,1.0,100.0,0.0,0.0
2005-04-28,3.42,3.42,2.8,3.12,2.83621794872,3120.0,12.0,8849.0,3000.0,96.15,0.62,-0.3
2005-04-27,3.0,3.35,2.93,3.16,3.09007633588,3275.0,21.0,10120.0,3025.0,92.37,0.42,0.16
2005-04-26,3.0,3.0,2.74,2.87,2.935,200.0,3.0,587.0,150.0,75.0,0.26,-0.13
2005-04-25,3.25,3.25,3.0,3.0,3.01262557698,7366.0,17.0,22191.0,5576.0,75.7,0.25,-0.25
2005-04-22,3.25,3.4,2.95,2.95,3.16005747126,10440.0,25.0,32991.0,6810.0,65.23,0.45,-0.3
2005-04-21,3.85,3.85,3.45,3.45,3.64,50.0,2.0,182.0,25.0,50.0,0.4,-0.4
2005-04-20,2.9,3.25,2.9,3.25,2.93090909091,550.0,2.0,1612.0,550.0,100.0,0.35,0.35
2005-04-19,3.55,3.55,3.0,3.24,3.01233118027,3406.0,10.0,10260.0,3300.0,96.89,0.55,-0.31
2005-04-18,2.91,3.85,2.9,2.99,2.94405781585,3736.0,24.0,10999.0,3200.0,85.65,0.95,0.08
2005-04-15,3.16,3.39,2.9,3.26,2.96126418152,12340.0,21.0,36542.0,11170.0,90.52,0.49,0.1
2005-04-13,3.59,3.59,3.59,3.59,3.0,1.0,1.0,3.0,1.0,100.0,0.0,0.0
2005-04-12,3.9,3.9,3.25,3.33,3.58333333333,12.0,4.0,43.0,7.0,58.33,0.65,-0.57
2005-04-11,3.94,3.94,3.51,3.55,3.69018151815,2424.0,14.0,8945.0,2035.0,83.95,0.43,-0.39
2005-04-08,3.47,3.67,3.4,3.64,3.40839694656,1310.0,6.0,4465.0,1300.0,99.24,0.27,0.17
2005-04-07,4.25,4.25,3.26,3.68,3.48929577465,3550.0,19.0,12387.0,2805.0,79.01,0.99,-0.57
2005-04-06,4.0,4.0,3.5,3.7,3.53557422969,1785.0,10.0,6311.0,1610.0,90.2,0.5,-0.3
2005-04-05,4.09,4.15,3.2,3.38,3.45550093236,5899.0,25.0,20384.0,5574.0,94.49,0.95,-0.71
2005-04-04,3.75,4.09,3.75,3.99,3.89801468589,3677.0,41.0,14333.0,3576.0,97.25,0.34,0.24
2005-04-01,4.2,4.2,3.3,3.63,3.36957813428,1683.0,12.0,5671.0,1645.0,97.74,0.9,-0.57
2005-03-31,3.6,3.98,3.41,3.67,3.58035513599,8898.0,33.0,31858.0,8181.0,91.94,0.57,0.07
2005-03-30,3.7,3.7,2.75,3.38,2.78957345972,1055.0,7.0,2943.0,1026.0,97.25,0.95,-0.32
2005-03-29,3.7,3.7,2.92,3.09,3.06017391304,2875.0,20.0,8798.0,2675.0,93.04,0.78,-0.61
2005-03-28,3.9,3.9,2.9,3.35,2.9109011999,3917.0,7.0,11402.0,3915.0,99.95,1.0,-0.55
2005-03-24,3.4,3.5,2.81,3.25,3.11317927736,17353.0,37.0,54023.0,10573.0,60.93,0.69,-0.15
2005-03-23,3.85,3.85,3.15,3.15,3.33531746032,504.0,8.0,1681.0,301.0,59.72,0.7,-0.7
2005-03-22,3.95,3.95,3.15,3.46,3.2313253012,2075.0,16.0,6705.0,2025.0,97.59,0.8,-0.49
2005-03-21,3.5,3.64,3.5,3.64,3.51272727273,550.0,2.0,1932.0,550.0,100.0,0.14,0.14
2005-03-18,3.75,3.78,3.15,3.57,3.36232093764,6911.0,30.0,23237.0,6096.0,88.21,0.63,-0.18
2005-03-17,3.3,3.64,3.3,3.62,3.365,2200.0,7.0,7403.0,2100.0,95.45,0.34,0.32
2005-03-16,4.5,4.5,3.21,3.68,3.41780821918,1752.0,9.0,5988.0,1750.0,99.89,1.29,-0.82
2005-03-15,3.41,3.75,3.4,3.75,3.40054495913,1101.0,5.0,3744.0,1100.0,99.91,0.35,0.34
2005-03-14,3.82,4.05,3.41,3.7,3.80986981532,6606.0,19.0,25168.0,3600.0,54.5,0.64,-0.12
2005-03-11,4.15,4.15,3.43,3.69,3.75385119633,6102.0,30.0,22906.0,6101.0,99.98,0.72,-0.46
